bus_no,now_stop_name,now_stop_lat,now_stop_long,next_stop_name,next_stop_lat,next_stop_long,distance,time,day,weather_0,weather_11,weather_21,weather_22,weather_23,year,month,il
1,25,36.358013,127.395171,23,36.357934,127.381689,1.2,4,2,True,False,False,False,False,2024,3,7
1,26,36.357934,127.381689,4,36.357907,127.372136,0.9,5,2,True,False,False,False,False,2024,3,7
1,4,36.357907,127.372136,18,36.358705,127.362427,0.9,5,2,True,False,False,False,False,2024,3,7
1,22,36.358705,127.362427,0,36.361253,127.344114,1.8,6,2,True,False,False,False,False,2024,3,7
1,0,36.361253,127.344114,20,36.36007,127.341169,0.5,1,2,True,False,False,False,False,2024,3,7
1,19,36.358602,127.412893,22,36.358013,127.395171,2.2,6,0,True,False,False,False,False,2024,3,8
1,25,36.358013,127.395171,23,36.357934,127.381689,1.2,4,0,True,False,False,False,False,2024,3,8
1,26,36.357934,127.381689,4,36.357907,127.372136,0.9,5,0,True,False,False,False,False,2024,3,8
1,4,36.357907,127.372136,18,36.358705,127.362427,0.9,5,0,True,False,False,False,False,2024,3,8
1,22,36.358705,127.362427,0,36.361253,127.344114,1.8,6,0,True,False,False,False,False,2024,3,8
1,0,36.361253,127.344114,20,36.36007,127.341169,0.5,1,0,True,False,False,False,False,2024,3,8
1,19,36.358602,127.412893,22,36.358013,127.395171,2.2,7,1,True,False,False,False,False,2024,3,11
1,25,36.358013,127.395171,23,36.357934,127.381689,1.2,4,1,True,False,False,False,False,2024,3,11
1,26,36.357934,127.381689,4,36.357907,127.372136,0.9,5,1,True,False,False,False,False,2024,3,11
1,4,36.357907,127.372136,18,36.358705,127.362427,0.9,4,1,True,False,False,False,False,2024,3,11
1,22,36.358705,127.362427,0,36.361253,127.344114,1.8,6,1,True,False,False,False,False,2024,3,11
1,0,36.361253,127.344114,20,36.36007,127.341169,0.5,1,1,True,False,False,False,False,2024,3,11
1,19,36.358602,127.412893,22,36.358013,127.395171,2.2,7,3,True,False,False,False,False,2024,3,12
1,25,36.358013,127.395171,23,36.357934,127.381689,1.2,4,3,True,False,False,False,False,2024,3,12
1,26,36.357934,127.381689,4,36.357907,127.372136,0.9,5,3,True,False,False,False,False,2024,3,12
1,4,36.357907,127.372136,18,36.358705,127.362427,0.9,5,3,True,False,False,False,False,2024,3,12
1,22,36.358705,127.362427,0,36.361253,127.344114,1.8,6,3,True,False,False,False,False,2024,3,12
1,0,36.361253,127.344114,20,36.36007,127.341169,0.5,1,3,True,False,False,False,False,2024,3,12
1,19,36.358602,127.412893,22,36.358013,127.395171,2.2,7,4,True,False,False,False,False,2024,3,13
1,25,36.358013,127.395171,23,36.357934,127.381689,1.2,4,4,True,False,False,False,False,2024,3,13
1,26,36.357934,127.381689,4,36.357907,127.372136,0.9,4,4,True,False,False,False,False,2024,3,13
1,4,36.357907,127.372136,18,36.358705,127.362427,0.9,5,4,True,False,False,False,False,2024,3,13
1,22,36.358705,127.362427,0,36.361253,127.344114,1.8,6,4,True,False,False,False,False,2024,3,13
1,0,36.361253,127.344114,20,36.36007,127.341169,0.5,1,4,True,False,False,False,False,2024,3,13
1,19,36.358602,127.412893,22,36.358013,127.395171,2.2,7,2,True,False,False,False,False,2024,3,14
1,25,36.358013,127.395171,23,36.357934,127.381689,1.2,4,2,True,False,False,False,False,2024,3,14
1,26,36.357934,127.381689,4,36.357907,127.372136,0.9,6,2,True,False,False,False,False,2024,3,14
1,4,36.357907,127.372136,18,36.358705,127.362427,0.9,5,2,True,False,False,False,False,2024,3,14
1,22,36.358705,127.362427,0,36.361253,127.344114,1.8,6,2,True,False,False,False,False,2024,3,14
1,0,36.361253,127.344114,20,36.36007,127.341169,0.5,1,2,True,False,False,False,False,2024,3,14
1,19,36.358602,127.412893,22,36.358013,127.395171,2.2,7,0,True,False,False,False,False,2024,3,15
1,25,36.358013,127.395171,23,36.357934,127.381689,1.2,4,0,True,False,False,False,False,2024,3,15
1,26,36.357934,127.381689,4,36.357907,127.372136,0.9,5,0,True,False,False,False,False,2024,3,15
1,4,36.357907,127.372136,18,36.358705,127.362427,0.9,5,0,True,False,False,False,False,2024,3,15
1,22,36.358705,127.362427,0,36.361253,127.344114,1.8,5,0,True,False,False,False,False,2024,3,15
1,0,36.361253,127.344114,20,36.36007,127.341169,0.5,1,0,True,False,False,False,False,2024,3,15
1,19,36.358602,127.412893,22,36.358013,127.395171,2.2,7,1,True,False,False,False,False,2024,3,18
1,25,36.358013,127.395171,23,36.357934,127.381689,1.2,4,1,True,False,False,False,False,2024,3,18
1,26,36.357934,127.381689,4,36.357907,127.372136,0.9,5,1,True,False,False,False,False,2024,3,18
1,4,36.357907,127.372136,18,36.358705,127.362427,0.9,5,1,True,False,False,False,False,2024,3,18
1,22,36.358705,127.362427,0,36.361253,127.344114,1.8,7,1,True,False,False,False,False,2024,3,18
1,0,36.361253,127.344114,20,36.36007,127.341169,0.5,1,1,True,False,False,False,False,2024,3,18
1,19,36.358602,127.412893,22,36.358013,127.395171,2.2,7,3,True,False,False,False,False,2024,3,19
1,25,36.358013,127.395171,23,36.357934,127.381689,1.2,4,3,True,False,False,False,False,2024,3,19
1,26,36.357934,127.381689,4,36.357907,127.372136,0.9,5,3,True,False,False,False,False,2024,3,19
1,4,36.357907,127.372136,18,36.358705,127.362427,0.9,5,3,True,False,False,False,False,2024,3,19
1,22,36.358705,127.362427,0,36.361253,127.344114,1.8,6,3,True,False,False,False,False,2024,3,19
1,0,36.361253,127.344114,20,36.36007,127.341169,0.5,2,3,True,False,False,False,False,2024,3,19
1,19,36.358602,127.412893,22,36.358013,127.395171,2.2,7,4,True,False,False,False,False,2024,3,20
1,25,36.358013,127.395171,23,36.357934,127.381689,1.2,4,4,True,False,False,False,False,2024,3,20
1,26,36.357934,127.381689,4,36.357907,127.372136,0.9,5,4,True,False,False,False,False,2024,3,20
1,4,36.357907,127.372136,18,36.358705,127.362427,0.9,5,4,True,False,False,False,False,2024,3,20
1,22,36.358705,127.362427,0,36.361253,127.344114,1.8,6,4,True,False,False,False,False,2024,3,20
1,0,36.361253,127.344114,20,36.36007,127.341169,0.5,1,4,True,False,False,False,False,2024,3,20
1,19,36.358602,127.412893,22,36.358013,127.395171,2.2,7,2,True,False,False,False,False,2024,3,21
1,25,36.358013,127.395171,23,36.357934,127.381689,1.2,4,2,True,False,False,False,False,2024,3,21
1,26,36.357934,127.381689,4,36.357907,127.372136,0.9,5,2,True,False,False,False,False,2024,3,21
1,4,36.357907,127.372136,18,36.358705,127.362427,0.9,5,2,True,False,False,False,False,2024,3,21
1,22,36.358705,127.362427,0,36.361253,127.344114,1.8,6,2,True,False,False,False,False,2024,3,21
1,0,36.361253,127.344114,20,36.36007,127.341169,0.5,1,2,True,False,False,False,False,2024,3,21
1,19,36.358602,127.412893,22,36.358013,127.395171,2.2,7,0,True,False,False,False,False,2024,3,22
1,25,36.358013,127.395171,23,36.357934,127.381689,1.2,4,0,True,False,False,False,False,2024,3,22
1,26,36.357934,127.381689,4,36.357907,127.372136,0.9,5,0,True,False,False,False,False,2024,3,22
1,4,36.357907,127.372136,18,36.358705,127.362427,0.9,5,0,True,False,False,False,False,2024,3,22
1,22,36.358705,127.362427,0,36.361253,127.344114,1.8,6,0,True,False,False,False,False,2024,3,22
1,0,36.361253,127.344114,20,36.36007,127.341169,0.5,1,0,True,False,False,False,False,2024,3,22
1,19,36.358602,127.412893,22,36.358013,127.395171,2.2,7,1,True,False,False,False,False,2024,3,25
1,25,36.358013,127.395171,23,36.357934,127.381689,1.2,4,1,True,False,False,False,False,2024,3,25
1,26,36.357934,127.381689,4,36.357907,127.372136,0.9,5,1,True,False,False,False,False,2024,3,25
1,4,36.357907,127.372136,18,36.358705,127.362427,0.9,5,1,True,False,False,False,False,2024,3,25
1,22,36.358705,127.362427,0,36.361253,127.344114,1.8,6,1,True,False,False,False,False,2024,3,25
1,0,36.361253,127.344114,20,36.36007,127.341169,0.5,1,1,True,False,False,False,False,2024,3,25
1,19,36.358602,127.412893,22,36.358013,127.395171,2.2,7,3,True,False,False,False,False,2024,3,26
1,25,36.358013,127.395171,23,36.357934,127.381689,1.2,4,3,True,False,False,False,False,2024,3,26
1,26,36.357934,127.381689,4,36.357907,127.372136,0.9,5,3,True,False,False,False,False,2024,3,26
1,4,36.357907,127.372136,18,36.358705,127.362427,0.9,5,3,True,False,False,False,False,2024,3,26
1,22,36.358705,127.362427,0,36.361253,127.344114,1.8,6,3,True,False,False,False,False,2024,3,26
1,0,36.361253,127.344114,20,36.36007,127.341169,0.5,1,3,True,False,False,False,False,2024,3,26
1,19,36.358602,127.412893,22,36.358013,127.395171,2.2,7,4,True,False,False,False,False,2024,3,27
1,25,36.358013,127.395171,23,36.357934,127.381689,1.2,4,4,True,False,False,False,False,2024,3,27
1,26,36.357934,127.381689,4,36.357907,127.372136,0.9,5,4,True,False,False,False,False,2024,3,27
1,4,36.357907,127.372136,18,36.358705,127.362427,0.9,5,4,True,False,False,False,False,2024,3,27
1,22,36.358705,127.362427,0,36.361253,127.344114,1.8,6,4,True,False,False,False,False,2024,3,27
1,0,36.361253,127.344114,20,36.36007,127.341169,0.5,1,4,True,False,False,False,False,2024,3,27
1,19,36.358602,127.412893,22,36.358013,127.395171,2.2,7,2,True,False,False,False,False,2024,3,28
1,25,36.358013,127.395171,23,36.357934,127.381689,1.2,4,2,True,False,False,False,False,2024,3,28
1,26,36.357934,127.381689,4,36.357907,127.372136,0.9,5,2,True,False,False,False,False,2024,3,28
1,4,36.357907,127.372136,18,36.358705,127.362427,0.9,6,2,True,False,False,False,False,2024,3,28
1,22,36.358705,127.362427,0,36.361253,127.344114,1.8,6,2,True,False,False,False,False,2024,3,28
1,0,36.361253,127.344114,20,36.36007,127.341169,0.5,1,2,True,False,False,False,False,2024,3,28
1,19,36.358602,127.412893,22,36.358013,127.395171,2.2,7,0,True,False,False,False,False,2024,3,29
1,25,36.358013,127.395171,23,36.357934,127.381689,1.2,3,0,True,False,False,False,False,2024,3,29
1,26,36.357934,127.381689,4,36.357907,127.372136,0.9,5,0,True,False,False,False,False,2024,3,29
1,4,36.357907,127.372136,18,36.358705,127.362427,0.9,5,0,True,False,False,False,False,2024,3,29
1,22,36.358705,127.362427,0,36.361253,127.344114,1.8,6,0,True,False,False,False,False,2024,3,29
1,0,36.361253,127.344114,20,36.36007,127.341169,0.5,1,0,True,False,False,False,False,2024,3,29
1,19,36.358602,127.412893,22,36.358013,127.395171,2.2,6,1,True,False,False,False,False,2024,4,1
1,25,36.358013,127.395171,23,36.357934,127.381689,1.2,4,1,True,False,False,False,False,2024,4,1
1,26,36.357934,127.381689,4,36.357907,127.372136,0.9,5,1,True,False,False,False,False,2024,4,1
1,4,36.357907,127.372136,18,36.358705,127.362427,0.9,5,1,True,False,False,False,False,2024,4,1
1,22,36.358705,127.362427,0,36.361253,127.344114,1.8,6,1,True,False,False,False,False,2024,4,1
1,0,36.361253,127.344114,20,36.36007,127.341169,0.5,1,1,True,False,False,False,False,2024,4,1
1,19,36.358602,127.412893,22,36.358013,127.395171,2.2,7,3,True,False,False,False,False,2024,4,2
1,25,36.358013,127.395171,23,36.357934,127.381689,1.2,4,3,True,False,False,False,False,2024,4,2
1,26,36.357934,127.381689,4,36.357907,127.372136,0.9,5,3,True,False,False,False,False,2024,4,2
1,4,36.357907,127.372136,18,36.358705,127.362427,0.9,6,3,True,False,False,False,False,2024,4,2
1,22,36.358705,127.362427,0,36.361253,127.344114,1.8,6,3,True,False,False,False,False,2024,4,2
1,0,36.361253,127.344114,20,36.36007,127.341169,0.5,1,3,True,False,False,False,False,2024,4,2
1,19,36.358602,127.412893,22,36.358013,127.395171,2.2,7,4,True,False,False,False,False,2024,4,3
1,25,36.358013,127.395171,23,36.357934,127.381689,1.2,4,4,True,False,False,False,False,2024,4,3
1,26,36.357934,127.381689,4,36.357907,127.372136,0.9,5,4,True,False,False,False,False,2024,4,3
1,4,36.357907,127.372136,18,36.358705,127.362427,0.9,5,4,True,False,False,False,False,2024,4,3
1,22,36.358705,127.362427,0,36.361253,127.344114,1.8,6,4,True,False,False,False,False,2024,4,3
1,0,36.361253,127.344114,20,36.36007,127.341169,0.5,1,4,True,False,False,False,False,2024,4,3
1,19,36.358602,127.412893,22,36.358013,127.395171,2.2,7,2,True,False,False,False,False,2024,4,4
1,25,36.358013,127.395171,23,36.357934,127.381689,1.2,4,2,True,False,False,False,False,2024,4,4
1,26,36.357934,127.381689,4,36.357907,127.372136,0.9,5,2,True,False,False,False,False,2024,4,4
1,4,36.357907,127.372136,18,36.358705,127.362427,0.9,5,2,True,False,False,False,False,2024,4,4
1,22,36.358705,127.362427,0,36.361253,127.344114,1.8,6,2,True,False,False,False,False,2024,4,4
1,0,36.361253,127.344114,20,36.36007,127.341169,0.5,1,2,True,False,False,False,False,2024,4,4
1,19,36.358602,127.412893,22,36.358013,127.395171,2.2,7,0,True,False,False,False,False,2024,4,5
1,25,36.358013,127.395171,23,36.357934,127.381689,1.2,4,0,True,False,False,False,False,2024,4,5
1,26,36.357934,127.381689,4,36.357907,127.372136,0.9,5,0,True,False,False,False,False,2024,4,5
1,4,36.357907,127.372136,18,36.358705,127.362427,0.9,5,0,True,False,False,False,False,2024,4,5
1,22,36.358705,127.362427,0,36.361253,127.344114,1.8,6,0,True,False,False,False,False,2024,4,5
1,0,36.361253,127.344114,20,36.36007,127.341169,0.5,1,0,True,False,False,False,False,2024,4,5
1,19,36.358602,127.412893,22,36.358013,127.395171,2.2,7,1,True,False,False,False,False,2024,4,8
1,25,36.358013,127.395171,23,36.357934,127.381689,1.2,4,1,True,False,False,False,False,2024,4,8
1,26,36.357934,127.381689,4,36.357907,127.372136,0.9,5,1,True,False,False,False,False,2024,4,8
1,4,36.357907,127.372136,18,36.358705,127.362427,0.9,5,1,True,False,False,False,False,2024,4,8
1,22,36.358705,127.362427,0,36.361253,127.344114,1.8,6,1,True,False,False,False,False,2024,4,8
1,0,36.361253,127.344114,20,36.36007,127.341169,0.5,1,1,True,False,False,False,False,2024,4,8
1,19,36.358602,127.412893,22,36.358013,127.395171,2.2,7,3,True,False,False,False,False,2024,4,9
1,25,36.358013,127.395171,23,36.357934,127.381689,1.2,4,3,True,False,False,False,False,2024,4,9
1,26,36.357934,127.381689,4,36.357907,127.372136,0.9,5,3,True,False,False,False,False,2024,4,9
1,4,36.357907,127.372136,18,36.358705,127.362427,0.9,5,3,True,False,False,False,False,2024,4,9
1,22,36.358705,127.362427,0,36.361253,127.344114,1.8,6,3,True,False,False,False,False,2024,4,9
1,0,36.361253,127.344114,20,36.36007,127.341169,0.5,1,3,True,False,False,False,False,2024,4,9
1,19,36.358602,127.412893,22,36.358013,127.395171,2.2,7,2,True,False,False,False,False,2024,4,11
1,25,36.358013,127.395171,23,36.357934,127.381689,1.2,4,2,True,False,False,False,False,2024,4,11
1,26,36.357934,127.381689,4,36.357907,127.372136,0.9,4,2,True,False,False,False,False,2024,4,11
1,4,36.357907,127.372136,18,36.358705,127.362427,0.9,5,2,True,False,False,False,False,2024,4,11
1,22,36.358705,127.362427,0,36.361253,127.344114,1.8,6,2,True,False,False,False,False,2024,4,11
1,0,36.361253,127.344114,20,36.36007,127.341169,0.5,1,2,True,False,False,False,False,2024,4,11
1,19,36.358602,127.412893,22,36.358013,127.395171,2.2,7,0,True,False,False,False,False,2024,4,12
1,25,36.358013,127.395171,23,36.357934,127.381689,1.2,4,0,True,False,False,False,False,2024,4,12
1,26,36.357934,127.381689,4,36.357907,127.372136,0.9,5,0,True,False,False,False,False,2024,4,12
1,4,36.357907,127.372136,18,36.358705,127.362427,0.9,5,0,True,False,False,False,False,2024,4,12
1,22,36.358705,127.362427,0,36.361253,127.344114,1.8,6,0,True,False,False,False,False,2024,4,12
1,0,36.361253,127.344114,20,36.36007,127.341169,0.5,1,0,True,False,False,False,False,2024,4,12
1,19,36.358602,127.412893,22,36.358013,127.395171,2.2,7,1,True,False,False,False,False,2024,4,15
1,25,36.358013,127.395171,23,36.357934,127.381689,1.2,4,1,True,False,False,False,False,2024,4,15
1,26,36.357934,127.381689,4,36.357907,127.372136,0.9,6,1,True,False,False,False,False,2024,4,15
1,4,36.357907,127.372136,18,36.358705,127.362427,0.9,5,1,True,False,False,False,False,2024,4,15
1,22,36.358705,127.362427,0,36.361253,127.344114,1.8,7,1,True,False,False,False,False,2024,4,15
1,0,36.361253,127.344114,20,36.36007,127.341169,0.5,1,1,True,False,False,False,False,2024,4,15
1,19,36.358602,127.412893,22,36.358013,127.395171,2.2,7,3,True,False,False,False,False,2024,4,16
1,25,36.358013,127.395171,23,36.357934,127.381689,1.2,4,3,True,False,False,False,False,2024,4,16
1,26,36.357934,127.381689,4,36.357907,127.372136,0.9,5,3,True,False,False,False,False,2024,4,16
1,4,36.357907,127.372136,18,36.358705,127.362427,0.9,5,3,True,False,False,False,False,2024,4,16
1,22,36.358705,127.362427,0,36.361253,127.344114,1.8,6,3,True,False,False,False,False,2024,4,16
1,0,36.361253,127.344114,20,36.36007,127.341169,0.5,1,3,True,False,False,False,False,2024,4,16
1,19,36.358602,127.412893,22,36.358013,127.395171,2.2,7,4,True,False,False,False,False,2024,4,17
1,25,36.358013,127.395171,23,36.357934,127.381689,1.2,4,4,True,False,False,False,False,2024,4,17
1,26,36.357934,127.381689,4,36.357907,127.372136,0.9,5,4,True,False,False,False,False,2024,4,17
1,4,36.357907,127.372136,18,36.358705,127.362427,0.9,5,4,True,False,False,False,False,2024,4,17
1,22,36.358705,127.362427,0,36.361253,127.344114,1.8,6,4,True,False,False,False,False,2024,4,17
1,0,36.361253,127.344114,20,36.36007,127.341169,0.5,1,4,True,False,False,False,False,2024,4,17
1,19,36.358602,127.412893,22,36.358013,127.395171,2.2,7,2,True,False,False,False,False,2024,4,18
1,25,36.358013,127.395171,23,36.357934,127.381689,1.2,5,2,True,False,False,False,False,2024,4,18
1,26,36.357934,127.381689,4,36.357907,127.372136,0.9,6,2,True,False,False,False,False,2024,4,18
1,4,36.357907,127.372136,18,36.358705,127.362427,0.9,5,2,True,False,False,False,False,2024,4,18
1,22,36.358705,127.362427,0,36.361253,127.344114,1.8,6,2,True,False,False,False,False,2024,4,18
1,0,36.361253,127.344114,20,36.36007,127.341169,0.5,1,2,True,False,False,False,False,2024,4,18
1,19,36.358602,127.412893,22,36.358013,127.395171,2.2,7,0,True,False,False,False,False,2024,4,19
1,25,36.358013,127.395171,23,36.357934,127.381689,1.2,4,0,True,False,False,False,False,2024,4,19
1,26,36.357934,127.381689,4,36.357907,127.372136,0.9,5,0,True,False,False,False,False,2024,4,19
1,4,36.357907,127.372136,18,36.358705,127.362427,0.9,5,0,True,False,False,False,False,2024,4,19
1,22,36.358705,127.362427,0,36.361253,127.344114,1.8,6,0,True,False,False,False,False,2024,4,19
1,0,36.361253,127.344114,20,36.36007,127.341169,0.5,1,0,True,False,False,False,False,2024,4,19
1,19,36.358602,127.412893,22,36.358013,127.395171,2.2,7,1,True,False,False,False,False,2024,4,22
1,25,36.358013,127.395171,23,36.357934,127.381689,1.2,4,1,True,False,False,False,False,2024,4,22
1,26,36.357934,127.381689,4,36.357907,127.372136,0.9,5,1,True,False,False,False,False,2024,4,22
1,4,36.357907,127.372136,18,36.358705,127.362427,0.9,5,1,True,False,False,False,False,2024,4,22
1,22,36.358705,127.362427,0,36.361253,127.344114,1.8,6,1,True,False,False,False,False,2024,4,22
1,0,36.361253,127.344114,20,36.36007,127.341169,0.5,2,1,True,False,False,False,False,2024,4,22
1,19,36.358602,127.412893,22,36.358013,127.395171,2.2,7,3,True,False,False,False,False,2024,4,23
1,25,36.358013,127.395171,23,36.357934,127.381689,1.2,4,3,True,False,False,False,False,2024,4,23
1,26,36.357934,127.381689,4,36.357907,127.372136,0.9,5,3,True,False,False,False,False,2024,4,23
1,4,36.357907,127.372136,18,36.358705,127.362427,0.9,5,3,True,False,False,False,False,2024,4,23
1,22,36.358705,127.362427,0,36.361253,127.344114,1.8,6,3,True,False,False,False,False,2024,4,23
1,0,36.361253,127.344114,20,36.36007,127.341169,0.5,1,3,True,False,False,False,False,2024,4,23
